Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16
1qb1,,1.8,,2000,,Ki=170nM,,Ki=170nM,,,,//,1qb1.pdf,-974,
1eoj,,2.1,,2000,,Ki=17fM,,Ki=17fM,,,,,//,1eoj.pdf,(14-mer)
1ek1,,3.1,,2000,,Ki=17nM,,Ki=17nM,,,,,//,1ek1.pdf,(CIU)
1f0s,,2.1,,2000,,Ki=18nM,,Ki=18nM,,,,,//,1f0s.pdf,(PR2)
1qbo,,1.8,,2000,,Ki=18nM,,Ki=18nM,,,,,//,1qbo.pdf,-711
1qaq,,2.8,,2000,,Ki=18uM,,Ki=18uM,,,,,//,1qaq.pdf,(SFG)
1ylv,,2.15,,2000,,Ki=2.0mM,,Ki=2.0mM,,,,//,1ylv.pdf,(SHF),covalent
1f57,,1.75,,2000,,Ki=2.3uM,,Ki=2.3uM,,,,//,1f57.pdf,(DCY),
1hlf,,2.26,,2000,,Ki=2.3uM,,Ki=2.3uM,,,,//,1hlf.pdf,(GL4),Ki
1ejn,,1.8,,2000,,Ki=2.4uM,,Ki=2.4uM,,,,//,1ejn.pdf,(AGB),
1c5n,,1.5,,2000,,Ki=20uM,,Ki=20uM,,,,,//,1c5n.pdf,(ESI)
1c86,,2.3,,2000,,Ki=20uM,,Ki=20uM,,,,,//,1c86.pdf,(OPA)
1c5p,,1.43,,2000,,Ki=21uM,,Ki=21uM,,,,,//,1c5p.pdf,(BAM)
1f0r,,2.1,,2000,,Ki=22nM,,Ki=22nM,,,,,//,1f0r.pdf,-815
1c85,,2.72,,2000,,Ki=23uM,,Ki=23uM,,,,,//,1c85.pdf,(OBA)
1f4f,,2,,2000,,Ki=24uM,,Ki=24uM,,,,,//,1f4f.pdf,(TP3)
1c2t,,2.1,,2000,,Ki=260nM,,Ki=260nM,,,,//,1c2t.pdf,(NHS),redundant
1d09,,2.1,,2000,,Ki=27nM,,Ki=27nM,,,,,//,1d09.pdf,(PAL)
1egh,,2,,2000,,Ki=2uM,,Ki=2uM,,,,,,//,1egh.pdf
1ggn,,2.36,,2000,,Ki=3.1uM,,Ki=3.1uM,,,,//,1ggn.pdf,(GLS),
1fq7,,2.8,,2000,,Ki=3.74uM,,Ki=3.74uM,,,//,1fq7.pdf,(2Y3),,
1c5o,,1.9,,2000,,Ki=320uM,,Ki=320uM,,,,//,1c5o.pdf,(BAM),
1f4g,,1.75,,2000,,Ki=330nM,,Ki=330nM,,,,//,1f4g.pdf,(TP4),
1qan,,2.4,,2000,,Ki=33uM,,Ki=33uM,,,,,//,1qan.pdf,(SAH)
1fw0,,1.9,,2000,,Ki=3690nM,,Ki=3690nM,,,//,1fw0.pdf,(KAI),ligand,is
1qb9,,1.8,,2000,,Ki=36nM,,Ki=36nM,,,,,//,1qb9.pdf,-806
1eol,,2.1,,2000,,Ki=38fM,,Ki=38fM,,,,,//,1eol.pdf,(15-mer)
1fq4,,2.7,,2000,,Ki=398.0nM,,Ki=398.0nM,,//,1fq4.pdf,(2Y2),,,
1b6p,,2,,2000,,Ki=3nM,,Ki=3nM,,,,,,//,1b6p.pdf
1fq5,,2.4,,2000,,Ki=4.0nM,,Ki=4.0nM,,,,//,1fq5.pdf,(0GM),
1f73,,1.95,,2000,,Ki=4.1mM,,Ki=4.1mM,,,,//,1f73.pdf,(HMN),
1ql9,,2.3,,2000,,Ki=4.45uM,,Ki=4.45uM,,,//,1ql9.pdf,(ZEN),,
1qi0,,2.1,,2000,,Ki=4.5mM,,Ki=4.5mM,,,,//,1qi0.pdf,(CBI),
1dy4,,1.9,,2000,,Ki=44uM,,Ki=44uM,,,,,//,1dy4.pdf,(SNP)
1b6m,,1.85,,2000,,Ki=4nM,,Ki=4nM,,,,,,//,1b6m.pdf
1c88,,1.8,,2000,,Ki=5.1uM,,Ki=5.1uM,,,,//,1c88.pdf,(OTA),
1fh7,,1.82,,2000,,Ki=5.8uM,,Ki=5.8uM,,,,//,1fh7.pdf,(2-mer),ligand
1ero,,2.1,,2000,,Ki=5.9nM,,Ki=5.9nM,,,,//,1ero.pdf,(BJP),covalent
1b74,,2.3,,2000,,Ki=50mM,,Ki=50mM,,,,,//,1b74.pdf,(DGN)
1qm4,,2.66,,2000,,Ki=50uM,,Ki=50uM,,,,,//,1qm4.pdf,(AMB)
1e2l,,2.4,,2000,,Ki=51.5uM,,Ki=51.5uM,,,//,1e2l.pdf,(TMC),,
1b6l,,1.75,,2000,,Ki=5nM,,Ki=5nM,,,,,,//,1b6l.pdf
1ek2,,3,,2000,,Ki=6.3nM,,Ki=6.3nM,,,,//,1ek2.pdf,(CDU),
1ft7,,2.2,,2000,,Ki=6.6uM,,Ki=6.6uM,,,,//,1ft7.pdf,(PLU),Ki
1c5y,,1.65,,2000,,Ki=63uM,,Ki=63uM,,,,,//,1c5y.pdf,(ESP)
1c87,,2.1,,2000,,Ki=63uM,,Ki=63uM,,,,,//,1c87.pdf,(OPA)
1f0u,,1.9,,2000,,Ki=69nM,,Ki=69nM,,,,,//,1f0u.pdf,(RPR)
1bsk,,3,,2000,,Ki=76uM,,Ki=76uM,,,,,//,1bsk.pdf,(MLN)
1.00E+55,,2,,2000,,Ki=76uM,,Ki=76uM,,,,,//,1e55.pdf,(2-mer)
1gfy,,2.13,,2000,,Ki=8.32uM,,Ki=8.32uM,,,//,1gfy.pdf,(COL),ligand,is
1enu,,1.95,,2000,,Ki=8.3uM,,Ki=8.3uM,,,,//,1enu.pdf,(APZ),
1qq9,,1.53,,2000,,Ki=8.7mM,,Ki=8.7mM,,,,//,1qq9.pdf,(MET),
1eix,,2.5,,2000,,Ki=8.8pM,,Ki=8.8pM,,,,//,1eix.pdf,(BMQ),redundant
1dgm,,1.8,,2000,,Ki=8.9uM,,Ki=8.9uM,,,,//,1dgm.pdf,(ADN),ligand
1c5t,,1.37,,2000,,Ki=80uM,,Ki=80uM,,,,,//,1c5t.pdf,(ESP)
1qb6,,1.8,,2000,,Ki=870nM,,Ki=870nM,,,,//,1qb6.pdf,-623,
8a3h,,0.97,,2000,,Ki=88uM,,Ki=88uM,,,,,//,8a3h.pdf,(IDC)
1c84,,2.35,,2000,,Ki=9.9uM,,Ki=9.9uM,,,,//,1c84.pdf,-761,
1ci7,,2.6,,2000,,Ki=90nM,,Ki=90nM,,,,,//,1ci7.pdf,(CB3)
1c5z,,1.85,,2000,,Ki=97uM,,Ki=97uM,,,,,//,1c5z.pdf,(BAM)
1dqx,,2.4,,2000,,Ki=9pM,,Ki=9pM,,,,,,//,1dqx.pdf
1jlq,,3,,2001,,IC50=0.007uM,,IC50=0.007uM,1jlq.pdf,(SBN),,,,,
1h8y,,2,,2001,,IC50=0.02uM,,IC50=0.02uM,//,1h8y.pdf,(MER),,,,
1joj,,3,,2001,,IC50=0.06mM,,IC50=0.06mM,//,1joj.pdf,(7-mer),,,,
1jbd,,,NMR,,2001,,IC50=0.12uM,IC50=0.12uM,,//,1hoy.pdf,(14-mer),lowest-energy,structure,
1g37,,2,,2001,,IC50=0.1nM,,IC50=0.1nM,,//,1g37.pdf,-110,covalent,complex,
1i7m,,2.24,,2001,,IC50=0.23nM,,IC50=0.23nM,//,1i7m.pdf,(_CG),,,,
1ft4,,2.9,,2001,,IC50=0.27uM,,IC50=0.27uM,//,1ft4.pdf,-703,,,,
1hvy,,1.9,,2001,,IC50=0.29uM,,IC50=0.29uM,//,1hvy.pdf,(D16),ligand,is,Raltitrexed,
1jik,,2.8,,2001,,IC50=0.2nM,,IC50=0.2nM,,//,1jik.pdf,-545,,,
1fo3,,1.75,,2001,,IC50=0.2uM,,IC50=0.2uM,,//,1fo3.pdf,(KIF),,,
1jq3,,1.8,,2001,,IC50=0.2uM,,IC50=0.2uM,,//,1jq3.pdf,(AAT),,,
1i7c,,2.4,,2001,,IC50=0.4uM,,IC50=0.4uM,,//,1i7c.pdf,(MGB),,,
1k2i,,1.8,,2001,,IC50=0.78mM,,IC50=0.78mM,//,1k2i.pdf,(SN1),covalent,complex,,
1i91,,2,,2001,,IC50=1.15nM,,IC50=1.15nM,//,1i91.pdf,(INQ),,,,
1i8z,,1.93,,2001,,IC50=1.27nM,,IC50=1.27nM,//,1i8z.pdf,(INL),,,,
1i90,,2,,2001,,IC50=1.28nM,,IC50=1.28nM,//,1i90.pdf,(INM),,,,
1jvp,,1.53,,2001,,IC50=1.6uM,,IC50=1.6uM,,//,1jvp.pdf,(LIG),,,
1jj9,,2,,2001,,IC50=1.7uM,,IC50=1.7uM,,//,1jj9.pdf,(BBT),,,
1hc9,,1.8,,2001,,IC50=1.9nM,,IC50=1.9nM,,//,1hc9.pdf,(13-mer),,,
1iep,,2.1,,2001,,IC50=100nM,,IC50=100nM,,//,1iep.pdf,(STI),,,
1fvv,,2.8,,2001,,IC50=10nM,,IC50=10nM,,,//,1fvv.pdf,-107,,
1g2a,,1.75,,2001,,IC50=10nM,,IC50=10nM,,,//,1g2a.pdf,(BB2),,
1k1p,,1.9,,2001,,IC50=11.9nM,,IC50=11.9nM,//,1k1p.pdf,(MEL),ligand,is,compound,Melagatran
1g49,,1.9,,2001,,IC50=16nM,,IC50=16nM,,,//,1g49.pdf,-111,,
1h5u,,1.76,,2001,,IC50=178nM,,IC50=178nM,,//,1h5u.pdf,(CHI),IC50=334nM,without,glucose
1jii,,3.2,,2001,,IC50=1nM,,IC50=1nM,,,,//,1jii.pdf,-383,
1f0q,,2.63,,2001,,IC50=1uM,,IC50=1uM,,,,//,1f0q.pdf,(EMO),
1g4k,,2,,2001,,IC50=2.0uM,,IC50=2.0uM,,//,1g4k.pdf,(HQQ),,,
1ikw,,3,,2001,,IC50=2.5nM,,IC50=2.5nM,,//,1ikw.pdf,(EFZ),,,
1cs4,,2.5,,2001,,IC50=2.7uM,,IC50=2.7uM,,//,1cs4.pdf,-101,,,
1fo2,,2.38,,2001,,IC50=20uM,,IC50=20uM,,,//,1fo2.pdf,(DMJ),,
1haa,,,NMR,,2001,,IC50=2nM,IC50=2nM,,,,,//,1haa.pdf,(13-mer)
1i32,,2.6,,2001,,IC50=2uM,,IC50=2uM,,,,//,1i32.pdf,(NMD),
1hbj,,2.5,,2001,,IC50=3.0nM,,IC50=3.0nM,,//,1hbj.pdf,(FBQ),covalent,complex,
1g05,,2.45,,2001,,IC50=3.1nM,,IC50=3.1nM,,//,1g05.pdf,(BBH),,,
1jje,,1.8,,2001,,IC50=3.7nM,,IC50=3.7nM,,//,1jje.pdf,(BYS),,,
1fls,,,NMR,,2001,,IC50=33nM,IC50=33nM,,,,//,1fls.pdf,(WAY),
1e9h,,2.5,,2001,,IC50=35nM,,IC50=35nM,,,//,1e9h.pdf,(INR),,
1hyz,,2.3,,2001,,IC50=380uM,,IC50=380uM,,//,1hyz.pdf,(TTO),incomplete,ligand,structure
1i8j,,1.9,,2001,,IC50=39uM,,IC50=39uM,,,//,1i8j.pdf,(DSB),,
1jij,,3.2,,2001,,IC50=3nM,,IC50=3nM,,,,//,1jij.pdf,-629,
1jk7,,1.9,,2001,,IC50=3nM,,IC50=3nM,,,,//,1jk7.pdf,(OKA),
1hs6,,1.95,,2001,,IC50=4.2uM,,IC50=4.2uM,,//,1hs6.pdf,(BES),,,
1g5s,,2.61,,2001,,IC50=48nM,,IC50=48nM,,,//,1g5s.pdf,(I17),,
1jil,,2.2,,2001,,IC50=4nM,,IC50=4nM,,,,//,1jil.pdf,-485,
1iky,,3,,2001,,IC50=5.5nM,,IC50=5.5nM,,//,1iky.pdf,(MSD),,,
1ikv,,3,,2001,,IC50=520nM,,IC50=520nM,,//,1ikv.pdf,(EFZ),,,
1i72,,2,,2001,,IC50=55nM,,IC50=55nM,,,//,1i72.pdf,(MAO),ligand,is
1fvt,,2.2,,2001,,IC50=60nM,,IC50=60nM,,,//,1fvt.pdf,-106,,
1ikx,,2.8,,2001,,IC50=7.0nM,,IC50=7.0nM,,//,1ikx.pdf,(PNU),,,
1i33,,3,,2001,,IC50=75uM,,IC50=75uM,,,//,1i33.pdf,(TND),,
1g27,,2.1,,2001,,IC50=7nM,,IC50=7nM,,,,//,1g27.pdf,(BB1),
1jjt,,1.8,,2001,,IC50=9nM,,IC50=9nM,,,,//,1jjt.pdf,(BDS),
1hyv,,1.7,,2001,,IC50>5mM,,IC50>5mM,,,,//,1hyv.pdf,(TTA),
1i5d,,2.9,,2001,,Kd<0.010uM,,Kd<0.010uM,,//,1i5d.pdf,-128,,,
1j7z,,2.25,,2001,,Kd=0.02uM,,Kd=0.02uM,,,//,1j7z.pdf,(15-mer),X-ray(2M,sarcosine);
1jd6,,2.7,,2001,,Kd=0.041uM,,Kd=0.041uM,,//,1jd6.pdf,(10-mer),,,
1ie9,,1.4,,2001,,Kd=0.065nM,,Kd=0.065nM,,//,1ie9.pdf,(VDX),ligand,is,"1,25(OH)2"
1j81,,2.2,,2001,,Kd=0.08uM,,Kd=0.08uM,,,//,1j7z.pdf,(15-mer),Kd=0.53uM(10,
1hn4,,1.5,,2001,,Kd=0.15mM,,Kd=0.15mM,,,//,1hn4.pdf,(MJI),,
1fwv,,2.2,,2001,,Kd=0.19mM,,Kd=0.19mM,,,//,1fwv.pdf,(3-mer),,
1fwu,,1.9,,2001,,Kd=0.20mM,,Kd=0.20mM,,,//,1fwu.pdf,(3-mer),,
1jd5,,1.9,,2001,,Kd=0.24uM,,Kd=0.24uM,,,//,1jd5.pdf,(10-mer),,
1j4q,,,NMR,,2001,,Kd=0.36uM,Kd=0.36uM,,,,//,1j4q.pdf,(13-mer),
1i80,,2,,2001,,Kd=0.39uM,,Kd=0.39uM,,,//,1i80.pdf,(9HX),,
1j80,,2.1,,2001,,Kd=0.3uM,,Kd=0.3uM,,,,//,1j7z.pdf,(15-mer),Kd=0.88uM;
1k3q,,,NMR,,2001,,Kd=0.3uM,Kd=0.3uM,,,,,//,1k3n.pdf,(13-mer)
1g3f,,,NMR,,2001,,Kd=0.43uM,Kd=0.43uM,,,,//,1g3f.pdf,(9-mer),
1ex8,,1.85,,2001,,Kd=0.47uM,,Kd=0.47uM,,,//,1ex8.pdf,(A4P),Kd=0.47uM,(with
1g7v,,2.4,,2001,,Kd=0.4uM,,Kd=0.4uM,,,,//,1g7v.pdf,(PAI),
1i7z,,2.3,,2001,,Kd=0.4uM,,Kd=0.4uM,,,,//,1i7z.pdf,(COC),
1ka7,,,NMR,,2001,,Kd=0.60uM,Kd=0.60uM,,,,//,1ka7.pdf,(12-mer),
1h6e,,3.6,,2001,,Kd=0.7uM,,Kd=0.7uM,,,,//,1h6e.pdf,(11-mer),incomplete
1hiy,,2.6,,2001,,Kd=0.83mM,,Kd=0.83mM,,,//,1hiy.pdf,(3AN),,
1e3g,,2.4,,2001,,Kd=0.99nM,,Kd=0.99nM,,,//,1e3g.pdf,(R18),ligand,is
1hn2,,1.8,,2001,,Kd=1.0uM,,Kd=1.0uM,,,,//,1hn2.pdf,(ANC),
1h8s,,2.4,,2001,,Kd=1.54uM,,Kd=1.54uM,,,//,1h8s.pdf,(AIC),,
1j4p,,,NMR,,2001,,Kd=10.2uM,Kd=10.2uM,,,,//,1j4p.pdf,(13-mer),
1k3n,,,NMR,,2001,,Kd=10.2uM,Kd=10.2uM,,,,//,1k3n.pdf,(13-mer),
1j4k,,,NMR,,2001,,Kd=100uM,Kd=100uM,,,,,//,1j4k.pdf,(7-mer)
1ih0,,,NMR,,2001,,Kd=10uM,Kd=10uM,,,,,,//,1ih0.pdf
1f90,,2.6,,2001,,Kd=11.9nM,,Kd=11.9nM,,,//,1f90.pdf,(9-mer),,
1k1l,,2.5,,2001,,Kd=125nM,,Kd=125nM,,,,//,1k1l.pdf,(FD3),
1fzo,,1.8,,2001,,Kd=13nM,,Kd=13nM,,,,,//,1fzo.pdf,(9-mer)
1h61,,1.4,,2001,,Kd=13uM,,Kd=13uM,,,,,//,1h61.pdf,(PDN)
1k1n,,2,,2001,,Kd=153nM,,Kd=153nM,,,,//,1k1n.pdf,(CCR),
1h62,,1.9,,2001,,Kd=17uM,,Kd=17uM,,,,,//,1h62.pdf,(ANB)
1k03,,2.7,,2001,,Kd=1uM,,Kd=1uM,,,,,,//,1k03.pdf
1hq5,,2.3,,2001,,Kd=2.22uM,,Kd=2.22uM,,,//,1hq5.pdf,(S2C),,
1i9n,,1.86,,2001,,Kd=2.2nM,,Kd=2.2nM,,,,//,1i9n.pdf,(IOA),
1ha2,,2.5,,2001,,Kd=2.9uM,,Kd=2.9uM,,,,//,1ha2.pdf,(SWF),
1fzm,,1.8,,2001,,Kd=20nM,,Kd=20nM,,,,,//,1fzm.pdf,(8-mer)
1h60,,1.6,,2001,,Kd=20uM,,Kd=20uM,,,,,//,1h60.pdf,(STR)
1f47,,1.95,,2001,,Kd=21.6uM,,Kd=21.6uM,,,//,1f47.pdf,(17-mer),Kd=21.6uM(binding,to
1if8,,1.94,,2001,,Kd=230pM,,Kd=230pM,,,,//,1if8.pdf,(SBS),
1ii5,,1.6,,2001,,Kd=240nM,,Kd=240nM,,,,//,1ii5.pdf,(GLU),
1joc,,2.2,,2001,,Kd=24uM,,Kd=24uM,,,,,//,1joc.pdf,(ITP)
1k1i,,2.2,,2001,,Kd=264nM,,Kd=264nM,,,,//,1k1i.pdf,(FD1),
1k1j,,2.2,,2001,,Kd=28nM,,Kd=28nM,,,,,//,1k1j.pdf,(FD2)
1i8h,,,NMR,,2001,,Kd=29uM,Kd=29uM,,,,,,//,1i8h.pdf
1jgl,,2.15,,2001,,Kd=2nM,,Kd=2nM,,,,,,//,1jgl.pdf
1i9l,,1.93,,2001,,Kd=3.3nM,,Kd=3.3nM,,,,//,1i9l.pdf,(INV),
1i9m,,1.84,,2001,,Kd=3.3nM,,Kd=3.3nM,,,,//,1i9m.pdf,(INW),
1i9o,,1.86,,2001,,Kd=3.8nM,,Kd=3.8nM,,,,//,1i9o.pdf,(IOC),
1h9z,,2.5,,2001,,Kd=3.8uM,,Kd=3.8uM,,,,//,1h9z.pdf,(RWF),
1i9p,,1.92,,2001,,Kd=3.9nM,,Kd=3.9nM,,,,//,1i9p.pdf,(IOE),
1i9q,,1.8,,2001,,Kd=3.9nM,,Kd=3.9nM,,,,//,1i9q.pdf,(IOF),
1imx,,1.82,,2001,,Kd=300uM,,Kd=300uM,,,,//,1imx.pdf,(CPQ),
1if7,,1.98,,2001,,Kd=30pM,,Kd=30pM,,,,,//,1if7.pdf,(SBR)
1ewj,,2.5,,2001,,Kd=32nM,,Kd=32nM,,,,,//,1ewj.pdf,(BLM)
1iq1,,2.8,,2001,,Kd=35nM,,Kd=35nM,,,,,//,1iq1.pdf,(11-mer)
1fl6,,2.8,,2001,,Kd=37nM,,Kd=37nM,,,,,//,1fl6.pdf,(AAH)
1ikt,,1.75,,2001,,Kd=400uM,,Kd=400uM,,,,//,1ikt.pdf,(OXN),
1k1m,,2.2,,2001,,Kd=40nM,,Kd=40nM,,,,,//,1k1m.pdf,(FD4)
1jmq,,,NMR,,2001,,Kd=40uM,Kd=40uM,,,,,,//,1jmq.pdf
1ilh,,2.76,,2001,,Kd=41nM,,Kd=41nM,,,,,//,1ilh.pdf,(SRL)
1e3v,,2,,2001,,Kd=45.74uM,,Kd=45.74uM,,//,1e3v.pdf,(DXC),,,
1fe3,,2.8,,2001,,Kd=46.7nM,,Kd=46.7nM,,,//,1fe3.pdf,(OLA),,
1fzk,,1.7,,2001,,Kd=4nM,,Kd=4nM,,,,,,//,1fzk.pdf
1h6h,,1.7,,2001,,Kd=5.0uM,,Kd=5.0uM,,,,//,1h6h.pdf,(PIB),
1k9r,,,NMR,,2001,,Kd=500uM,Kd=500uM,,,,,//,1k9r.pdf,(6-mer)
1fdq,,2.1,,2001,,Kd=53.4nM,,Kd=53.4nM,,,//,1fdq.pdf,(HXA),,
1i5h,,,NMR,,2001,,Kd=53uM,Kd=53uM,,,,,,//,1i5h.pdf
1idg,,,NMR,,2001,,Kd=65nM,Kd=65nM,,,,,,//,1idg.pdf
1k9q,,,NMR,,2001,,Kd=700uM,Kd=700uM,,,,,//,1k9q.pdf,(5-mer)
1gny,,1.63,,2001,,Kd=73uM,,Kd=73uM,,,,,//,1gny.pdf,(5-mer)
1g6s,,1.5,,2001,,Kd=7uM,,Kd=7uM,,,,,,//,1g6s.pdf
1fzj,,1.9,,2001,,Kd=8nM,,Kd=8nM,,,,,,//,1fzj.pdf
1i1e,,2.5,,2001,,Kd=9.4uM,,Kd=9.4uM,,,,//,1i1e.pdf,(DM2),
1j4r,,1.8,,2001,,Ki=0.019uM,,Ki=0.019uM,,//,1j4r.pdf,-1,,,
1f8c,,1.7,,2001,,Ki=0.04uM,,Ki=0.04uM,,,//,1f8c.pdf,(4AM),,
1.00E+66,,2.1,,2001,,Ki=0.13nM,,Ki=0.13nM,,,//,1e66.pdf,(HUX),,
1fsy,,1.75,,2001,,Ki=0.15uM,,Ki=0.15uM,,,//,1fsy.pdf,-105,covalent,complex
1g7g,,2.2,,2001,,Ki=0.25uM,,Ki=0.25uM,,,//,1g7g.pdf,(INX),,
1jzs,,2.5,,2001,,Ki=0.25uM,,Ki=0.25uM,,,//,1jzs.pdf,(MRC),,
1i37,,2,,2001,,Ki=0.27nM,,Ki=0.27nM,,,//,1i37.pdf,(DHT),,
1hp0,,2.1,,2001,,Ki=0.2uM,,Ki=0.2uM,,,,//,1hp0.pdf,(AD3),
1k9s,,2,,2001,,Ki=0.30uM,,Ki=0.30uM,,,//,1k9s.pdf,(FM2),,
1fsw,,1.9,,2001,,Ki=0.32uM,,Ki=0.32uM,,,//,1fsw.pdf,(CTB),covalent,complex
1i00,,2.5,,2001,,Ki=0.46uM,,Ki=0.46uM,,,//,1i00.pdf,(D16),,
1hnn,,2.4,,2001,,Ki=0.58uM,,Ki=0.58uM,,,//,1hnn.pdf,(SKF),,
1hqh,,2.8,,2001,,Ki=0.5uM,,Ki=0.5uM,,,,//,1hqh.pdf,(NNH),
1f92,,2.6,,2001,,Ki=0.64uM,,Ki=0.64uM,,,//,1f92.pdf,(UKP),,
1.00E+72,,1.6,,2001,,Ki=0.6mM,,Ki=0.6mM,,,,//,1e72.pdf,(GOX),
1jp5,,2.7,,2001,,Ki=0.6nM,,Ki=0.6nM,,,,//,1jp5.pdf,(9-mer),Ki
1h9l,,1.67,,2001,,Ki=0.76mM,,Ki=0.76mM,,,//,1h9l.pdf,(5-mer),incomplete,ligand
1e6q,,1.35,,2001,,Ki=0.7mM,,Ki=0.7mM,,,,//,1e6q.pdf,(NTZ),
1g42,,1.8,,2001,,Ki=0.97mM,,Ki=0.97mM,,,//,1g42.pdf,(CP2),"Ki=0.97+/-0.085mM,",ligand
1hqg,,2,,2001,,Ki=1.0mM,,Ki=1.0mM,,,,//,1hqg.pdf,(ORN),Ki=880mM
1iih,,2.2,,2001,,Ki=1.3mM,,Ki=1.3mM,,,,//,1iih.pdf,(3PG),
1e1x,,1.85,,2001,,Ki=1.3uM,,Ki=1.3uM,,,,//,1e1x.pdf,(NW1),
1hdq,,2.3,,2001,,Ki=1.5uM,,Ki=1.5uM,,,,//,1hdq.pdf,(INF),
1f1j,,2.35,,2001,,Ki=1.6nM,,Ki=1.6nM,,,,//,1f1j.pdf,(5-mer),covalent
1g3c,,1.8,,2001,,Ki=1.6uM,,Ki=1.6uM,,,,//,1g3c.pdf,-109,
1g3b,,1.8,,2001,,Ki=1.8uM,,Ki=1.8uM,,,,//,1g3b.pdf,-108,Ki
1eub,,,NMR,,2001,,Ki=1.9nM,Ki=1.9nM,,,,,//,1eub.pdf,(3-mer)
1e5j,,1.85,,2001,,Ki=100uM,,Ki=100uM,,,,//,1e5j.pdf,(4-mer),
1juj,,3,,2001,,Ki=109nM,,Ki=109nM,,,,//,1juj.pdf,(LYA),
1hlk,,2.5,,2001,,Ki=10uM,,Ki=10uM,,,,,//,1hlk.pdf,-113
1hqf,,2.9,,2001,,Ki=10uM,,Ki=10uM,,,,,//,1hqf.pdf,(HAR)
1i6v,,3.3,,2001,,Ki=10uM,,Ki=10uM,,,,,//,1i6v.pdf,(RFP)
1g2k,,1.95,,2001,,Ki=11nM,,Ki=11nM,,,,,//,1g2k.pdf,(NM1)
1f2o,,1.7,,2001,,Ki=12.4mM,,Ki=12.4mM,,,//,1f2o.pdf,(LEU),Ki,measured
1f2p,,1.8,,2001,,Ki=12.7mM,,Ki=12.7mM,,,//,1f2p.pdf,(PHE),Ki,measured
1e1v,,1.95,,2001,,Ki=12uM,,Ki=12uM,,,,,//,1e1v.pdf,(CMG)
1g30,,2,,2001,,Ki=140nM,,Ki=140nM,,,,//,1g30.pdf,(T87),
1f8e,,1.4,,2001,,Ki=15uM,,Ki=15uM,,,,,//,1f8e.pdf,(49A)
1ga8,,2,,2001,,Ki=16mM,,Ki=16mM,,,,,//,1ga8.pdf,(DEL)
1f28,,1.9,,2001,,Ki=16nM,,Ki=16nM,,,,,//,1f28.pdf,(F89)
1f5k,,1.8,,2001,,Ki=180uM,,Ki=180uM,,,,//,1f5k.pdf,(BAM),
1fm9,,2.1,,2001,,Ki=1nM,,Ki=1nM,,,,,,//,1fm9.pdf
1fpy,,2.89,,2001,,Ki=1uM,,Ki=1uM,,,,,,//,1fpy.pdf
1i48,,3.25,,2001,,Ki=2.0uM,,Ki=2.0uM,,,,//,1i48.pdf,(CCO),
1g5f,,1.8,,2001,,Ki=2.31mM,,Ki=2.31mM,,,//,1g5f.pdf,(DCE),,
1jak,,1.75,,2001,,Ki=2.7uM,,Ki=2.7uM,,,,//,1jak.pdf,(IFG),
1g3d,,1.8,,2001,,Ki=2.8uM,,Ki=2.8uM,,,,//,1g3d.pdf,-108,Ki
1i43,,3.1,,2001,,Ki=200uM,,Ki=200uM,,,,//,1i43.pdf,(PMC),
1iem,,2.3,,2001,,Ki=20nM,,Ki=20nM,,,,,//,1iem.pdf,(CB4)
1iew,,2.55,,2001,,Ki=25.50uM,,Ki=25.50uM,,//,1iew.pdf,(G2F),covalent,complex,
1iig,,2.6,,2001,,Ki=27mM,,Ki=27mM,,,,,//,1iig.pdf,(3PP)
1dxp,,2.4,,2001,,Ki=27nM,,Ki=27nM,,,,,//,1dxp.pdf,(16-mer)
1i41,,3.2,,2001,,Ki=27uM,,Ki=27uM,,,,,//,1i41.pdf,(HEN)
1hp5,,2.1,,2001,,Ki=280nM,,Ki=280nM,,,,//,1hp5.pdf,(NGT),
1g2o,,1.75,,2001,,Ki=28pM,,Ki=28pM,,,,,//,1g2o.pdf,(IMH)
1f9e,,2.9,,2001,,Ki=2nM,,Ki=2nM,,,,,,//,1f9e.pdf
1g98,,1.9,,2001,,Ki=2uM,,Ki=2uM,,,,,,//,1g98.pdf
1g9r,,2,,2001,,Ki=2uM,,Ki=2uM,,,,,,//,1g9r.pdf
1jsv,,1.96,,2001,,Ki=2uM,,Ki=2uM,,,,,,//,1jsv.pdf
1g7f,,1.8,,2001,,Ki=3.4uM,,Ki=3.4uM,,,,//,1g7f.pdf,(INZ),
1hi4,,1.8,,2001,,Ki=32uM,,Ki=32uM,,,,,//,1hi4.pdf,(A3P)
1ik4,,2,,2001,,Ki=39nM,,Ki=39nM,,,,,//,1ik4.pdf,(PGH)
1f8b,,1.8,,2001,,Ki=4.0uM,,Ki=4.0uM,,,,//,1f8b.pdf,(DAN),
1g3e,,1.8,,2001,,Ki=4.2uM,,Ki=4.2uM,,,,//,1g3e.pdf,-109,Ki
1hee,,1.75,,2001,,Ki=4.6uM,,Ki=4.6uM,,,,//,1hee.pdf,(LHY),
1k06,,1.8,,2001,,Ki=4.6uM,,Ki=4.6uM,,,,//,1k06.pdf,(BZD),
1k08,,2.26,,2001,,Ki=4.6uM,,Ki=4.6uM,,,,//,1k08.pdf,(BZD),redundant
